solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3
7.1256,8.1926,0.62,27.1,28.09,26.41,81.71,4.99,87.3,100.88,28.28,23.71,25.41,5.7238,2.5488,3.77,2021-12-11,2.719851
6.4745,8.2274,0.56,27.0,28.04,26.31,83.21,4.98,95.3,100.9,28.07,23.91,25.46,5.1878,2.9585,4.42,2021-12-12,3.079272
6.9574,8.2985,0.6,26.82,27.51,26.19,81.6,4.23,105.5,100.77,28.34,23.43,25.13,5.9275,3.5688,0.63,2021-12-13,3.327578
6.9449,8.3705,0.6,27.04,28.03,26.01,80.75,3.59,60.0,100.61,28.54,23.46,25.25,5.0599,3.9461,1.04,2021-12-14,5.7777996
6.3091,8.0501,0.55,28.02,29.26,26.83,79.08,4.81,7.9,100.62,28.49,24.05,26.04,4.9195,3.5866,10.59,2021-12-15,9.277084
5.2634,8.1382,0.46,28.12,29.26,26.97,79.12,4.78,10.0,100.55,28.71,24.16,26.14,0.4862,3.8986,4.51,2021-12-16,9.643927
5.7742,8.1684,0.5,28.23,29.02,27.42,80.32,6.81,23.0,100.64,28.5,24.53,26.38,3.3461,3.1325,12.99,2021-12-17,6.4069104
7.3433,8.1509,0.63,28.35,29.18,27.56,79.17,6.96,40.7,100.82,28.58,24.4,26.37,5.8222,2.4269,12.57,2021-12-18,9.139093
6.3055,8.1266,0.54,28.23,29.25,27.59,81.15,6.65,63.4,101.01,28.77,24.7,26.47,3.8196,2.9023,19.31,2021-12-19,4.4107084
7.3039,8.2421,0.63,28.03,28.74,27.31,83.32,6.03,80.3,101.05,28.68,24.95,26.49,5.5711,2.7319,10.06,2021-12-20,6.00798
6.9559,8.2274,0.6,28.01,28.65,27.54,81.67,5.54,86.1,100.92,28.51,24.6,26.3,4.9082,2.7833,1.51,2021-12-21,7.4113016
7.7254,8.3196,0.67,27.59,28.09,27.05,82.21,4.5,83.2,100.76,28.82,24.3,25.95,6.9864,2.19,1.49,2021-12-22,6.5314794
7.4947,8.2092,0.65,27.83,28.52,27.09,81.55,4.58,81.0,100.77,29.11,24.4,26.12,6.613,2.4007,1.87,2021-12-23,2.2358222
7.0454,8.2714,0.61,28.14,28.95,27.45,78.42,6.65,84.4,100.81,28.79,24.05,26.1,5.3566,2.761,7.63,2021-12-24,6.253288
6.0163,8.3026,0.52,27.69,28.36,27.07,80.81,5.71,82.0,100.9,28.83,24.12,25.9,2.4862,3.6638,17.14,2021-12-25,4.363898
1.7647,8.1461,0.15,26.83,27.23,26.54,84.16,3.01,87.8,100.92,28.24,23.93,25.38,0.4762,1.1381,41.93,2021-12-26,5.3898683
4.4789,8.2133,0.39,27.36,28.12,26.44,79.69,4.95,24.1,100.82,28.53,23.56,25.46,0.6634,3.097,10.13,2021-12-27,3.8061643
5.5572,8.136,0.48,27.46,28.31,26.72,82.64,4.94,4.7,100.7,28.44,24.27,25.87,1.0118,3.653,9.05,2021-12-28,5.1321898
6.6086,8.1492,0.57,27.86,28.71,26.92,81.17,4.94,353.3,100.58,28.47,24.34,26.1,4.7256,2.7437,6.84,2021-12-29,5.131099
7.153,8.1406,0.62,28.01,28.8,27.02,80.86,4.15,11.0,100.57,28.72,24.42,26.21,5.5663,2.7185,8.14,2021-12-30,5.8382454
3.3235,8.1439,0.29,27.56,27.94,27.23,85.19,4.7,18.2,100.63,28.29,24.87,26.22,1.0814,2.0364,22.82,2021-12-31,4.326324
1.7904,8.1091,0.15,27.32,28.02,26.79,84.23,4.87,359.4,100.43,28.24,24.43,25.88,0.5633,1.1755,35.75,2022-01-01,3.840192
6.5758,8.327,0.57,27.8,29.08,26.75,85.13,3.99,29.8,100.07,28.83,25.09,26.45,5.0918,2.6441,11.08,2022-01-02,4.0177817
7.4021,8.4583,0.64,27.4,28.13,26.59,85.28,4.48,119.0,99.87,28.89,24.73,26.07,6.4745,2.3839,2.57,2022-01-03,7.7806277
7.5058,8.4425,0.65,27.55,28.45,26.57,81.58,3.38,141.2,100.05,29.18,24.12,25.83,7.8948,1.973,3.97,2022-01-04,8.237435
7.1026,8.3496,0.61,28.12,29.18,27.13,81.69,4.18,176.4,100.24,29.12,24.69,26.4,6.9588,3.4958,2.04,2022-01-05,10.707261
3.7834,8.2282,0.33,28.03,28.61,27.29,85.42,8.53,2.2,100.46,28.42,25.37,26.7,0.2076,2.6808,5.32,2022-01-06,5.1601744
4.1594,8.1478,0.36,27.77,28.37,27.11,85.82,7.73,2.2,100.57,28.37,25.19,26.48,0.7202,2.677,17.82,2022-01-07,6.243326
1.7405,8.2039,0.15,27.69,28.52,27.06,84.33,8.99,4.0,100.56,28.3,24.82,26.25,0.2746,1.2182,50.0,2022-01-08,6.7394695
1.7794,8.1283,0.15,27.07,27.43,26.55,87.03,13.09,16.2,100.31,27.97,24.75,25.91,0.3437,1.2348,93.76,2022-01-09,8.119336
3.8866,8.0746,0.34,27.73,28.59,26.64,86.37,14.56,355.6,99.94,28.12,25.26,26.49,0.8398,2.5774,87.02,2022-01-10,6.284239
4.7009,8.1905,0.41,28.23,28.8,27.96,88.45,11.38,3.5,100.19,28.2,26.15,27.19,0.7939,2.9386,55.39,2022-01-11,7.385644
4.5737,8.1778,0.4,28.58,29.58,27.89,86.18,8.67,345.8,100.35,28.5,26.04,27.31,1.7594,2.4506,14.13,2022-01-12,6.3540354
6.8172,8.1089,0.59,28.57,29.66,27.87,85.58,7.78,324.6,100.29,28.47,25.9,27.24,5.8274,2.7689,9.27,2022-01-13,5.794746
7.0399,8.2238,0.61,28.6,30.03,27.33,81.18,5.53,281.7,100.23,28.66,25.05,26.83,6.2292,2.2176,2.52,2022-01-14,6.866806
6.4135,8.1286,0.56,27.87,29.12,26.85,81.31,4.59,273.6,100.3,28.37,24.38,26.12,7.3394,1.9262,4.98,2022-01-15,9.282445
5.6693,8.0892,0.49,27.1,27.7,26.64,79.21,3.6,192.9,100.4,28.16,23.2,25.15,2.831,3.5318,12.85,2022-01-16,7.714995
3.445,8.0297,0.3,26.61,27.06,26.11,80.96,3.73,142.1,100.39,28.17,23.09,24.85,0.4795,2.2315,23.74,2022-01-17,9.3758955
4.7926,8.034,0.42,27.52,28.29,26.64,87.04,4.96,122.6,100.2,28.18,25.2,26.36,1.3385,2.957,22.18,2022-01-18,8.757695
6.3458,8.1168,0.55,28.22,28.77,27.66,86.35,5.57,104.4,100.19,28.81,25.74,26.98,7.6373,2.3784,9.15,2022-01-19,6.9900208
7.535,8.1979,0.66,28.39,29.2,27.68,83.57,2.72,84.7,100.22,29.01,25.33,26.86,7.5127,1.8811,3.29,2022-01-20,3.4508646
6.2638,8.1763,0.55,28.42,29.01,27.99,85.79,5.4,84.8,100.37,28.71,25.82,27.12,3.5102,3.3835,9.92,2022-01-21,6.839592
7.493,8.1461,0.65,28.32,29.07,27.67,83.82,5.38,88.3,100.47,29.04,25.33,26.83,6.9859,2.4871,1.73,2022-01-22,9.327085
6.846,8.106,0.6,28.12,28.89,27.32,79.53,4.08,98.8,100.45,29.06,24.25,26.19,6.6674,2.383,3.71,2022-01-23,7.1741724
7.3346,8.0909,0.64,27.9,28.73,27.3,81.2,3.75,95.0,100.44,29.11,24.38,26.14,7.0913,2.3726,1.17,2022-01-24,4.461782
7.5732,8.1024,0.66,28.32,29.27,27.29,81.41,4.56,70.2,100.53,29.3,24.84,26.58,6.8354,2.207,0.21,2022-01-25,5.0770836
7.6049,8.113,0.67,28.1,28.84,27.35,82.71,4.8,74.7,100.6,29.29,24.9,26.5,6.6698,2.3489,0.21,2022-01-26,4.3239617
7.415,8.0302,0.65,27.97,28.5,27.33,82.6,5.41,69.1,100.6,28.91,24.76,26.36,6.3703,2.4427,8.25,2022-01-27,4.8072977
6.4178,8.0477,0.56,28.21,28.66,27.47,83.01,4.74,50.8,100.7,29.11,25.07,26.64,3.5681,2.9527,10.71,2022-01-28,4.5444465
5.7221,8.1163,0.5,28.41,28.94,27.86,84.96,5.62,59.1,100.81,28.9,25.65,27.03,1.2082,3.9091,13.11,2022-01-29,6.6972065
4.4698,7.8893,0.39,28.41,29.12,27.83,80.74,6.36,41.5,100.9,28.72,24.79,26.6,0.546,3.085,12.32,2022-01-30,8.201123
2.2085,7.926,0.19,27.31,27.68,26.69,84.43,4.18,58.6,100.83,28.46,24.48,25.89,0.2064,1.5833,28.03,2022-01-31,7.539228
4.0394,7.981,0.36,26.69,27.27,26.04,84.83,5.58,63.1,100.68,28.23,23.94,25.31,0.5782,2.9035,5.18,2022-02-01,13.254848
5.2709,7.8648,0.47,26.7,27.42,25.82,80.74,2.57,32.3,100.61,28.76,23.13,24.92,0.913,3.6288,2.13,2022-02-02,12.073578
5.7466,7.7117,0.51,26.6,26.88,26.15,83.4,4.29,37.7,100.55,28.17,23.56,25.08,3.029,2.8022,20.68,2022-02-03,11.920384
4.6589,7.7849,0.41,27.1,27.5,26.54,88.14,7.36,5.3,100.45,28.18,24.99,26.05,0.9756,3.2786,42.83,2022-02-04,7.909783
4.3531,7.8192,0.39,27.95,28.98,27.19,85.33,7.1,332.3,100.49,28.55,25.27,26.61,0.5378,3.1534,31.73,2022-02-05,4.702038
1.962,7.7359,0.17,27.65,28.32,27.17,84.44,7.28,330.3,100.63,28.33,24.8,26.22,0.3041,1.3267,29.78,2022-02-06,5.4327707
1.6618,7.7081,0.15,27.37,27.93,26.86,85.45,8.71,345.7,100.51,28.16,24.73,26.05,0.57,0.9746,43.69,2022-02-07,6.153531
2.0052,7.721,0.18,27.43,27.96,26.97,85.63,7.48,332.7,100.42,28.09,24.83,26.13,0.3401,1.3421,46.21,2022-02-08,4.590877
3.6288,7.7875,0.32,27.55,28.2,27.12,85.09,6.13,336.8,100.51,28.31,24.84,26.19,0.073,2.7089,7.57,2022-02-09,5.5127673
6.1459,7.848,0.55,27.86,28.8,27.22,81.9,6.15,323.8,100.55,28.46,24.49,26.17,3.8309,2.7607,12.6,2022-02-10,4.4640737
6.1459,7.8598,0.55,27.45,28.35,26.83,82.34,5.3,337.1,100.64,28.53,24.19,25.82,4.9454,2.1343,9.14,2022-02-11,3.3362112
7.2866,7.9008,0.65,27.45,28.43,26.51,82.66,4.69,56.7,100.75,28.76,24.26,25.86,6.6722,2.1439,2.63,2022-02-12,2.6982398
7.4364,7.9658,0.67,28.09,29.07,27.13,80.5,6.7,103.6,100.84,28.76,24.43,26.26,6.0002,2.448,5.05,2022-02-13,4.4954762
4.0097,7.8286,0.36,27.94,28.39,27.52,84.71,7.65,103.8,100.86,28.3,25.15,26.54,0.5902,2.7842,27.79,2022-02-14,6.9548492
6.9924,7.9846,0.63,27.6,28.21,27.03,81.99,5.54,124.5,100.66,28.72,24.27,25.93,6.1394,2.1214,1.57,2022-02-15,3.7451286
7.3994,7.9572,0.67,27.18,27.94,26.47,80.15,4.06,127.0,100.43,28.62,23.49,25.34,7.2629,1.8672,0.47,2022-02-16,3.408175
7.5094,7.9104,0.68,27.26,27.91,26.32,80.46,2.91,117.1,100.52,28.95,23.63,25.44,7.6349,1.7654,0.26,2022-02-17,2.351129
7.4539,7.8768,0.68,27.64,28.13,26.88,79.78,3.1,102.0,100.62,29.17,23.85,25.75,7.1633,2.0124,0.74,2022-02-18,2.1106386
7.615,7.8341,0.69,28.02,28.91,27.23,79.74,3.73,93.5,100.62,29.23,24.2,26.11,7.7078,1.8302,0.68,2022-02-19,3.6309729
7.4398,7.7683,0.68,27.54,28.18,26.9,81.55,4.06,95.8,100.59,29.2,24.12,25.83,7.069,2.159,4.53,2022-02-20,3.4453685
6.8681,7.8403,0.63,27.43,28.25,26.51,81.79,4.61,105.6,100.62,29.24,24.06,25.74,5.4811,3.0132,2.8,2022-02-21,8.625335
6.5758,7.8216,0.6,27.65,28.48,26.9,82.05,3.98,123.7,100.62,29.22,24.33,25.99,5.2063,2.5104,4.47,2022-02-22,10.149925
7.1148,7.7671,0.66,27.85,28.58,27.17,81.04,2.92,170.6,100.53,29.24,24.32,26.08,6.3614,2.0074,2.7,2022-02-23,2.5693438
6.9593,7.7153,0.64,28.28,29.53,27.21,75.68,1.88,205.4,100.31,29.52,23.57,25.93,6.5213,1.9241,10.56,2022-02-24,5.7751102
6.4946,7.6541,0.6,28.88,30.66,27.37,71.29,3.2,302.9,100.21,29.64,23.09,25.99,4.0999,2.9966,3.1,2022-02-25,15.23086
6.3641,7.6152,0.59,28.76,30.22,27.41,76.7,2.72,316.5,100.38,30.01,24.23,26.49,6.1301,3.0341,4.07,2022-02-26,9.653519
6.1462,7.3255,0.57,28.81,29.9,27.88,78.28,3.6,341.4,100.66,29.67,24.64,26.73,4.7378,2.7847,5.17,2022-02-27,6.2120442
3.5249,7.5442,0.33,27.42,27.75,26.9,84.53,4.03,2.1,100.89,28.79,24.6,26.01,0.114,2.6074,16.33,2022-02-28,6.904841
2.6455,7.3901,0.25,27.3,28.12,26.76,78.19,1.67,95.8,100.88,29.17,23.18,25.24,0.0406,2.0081,3.04,2022-03-01,8.024813
4.9308,7.3577,0.46,27.57,28.1,26.93,83.34,4.0,68.3,100.87,29.19,24.51,26.04,1.0562,3.3341,5.15,2022-03-02,3.6704576
4.7568,7.4621,0.45,27.39,27.91,26.87,81.62,4.3,20.6,100.9,28.75,23.98,25.68,1.2667,3.2762,13.45,2022-03-03,4.5669565
5.7571,7.3726,0.54,28.14,29.32,27.09,79.31,4.44,346.9,100.78,29.12,24.21,26.17,4.2355,1.9925,27.32,2022-03-04,6.363251
6.4238,7.3985,0.61,28.4,29.37,27.39,81.47,4.62,350.9,100.68,29.24,24.93,26.66,6.8981,1.6654,42.26,2022-03-05,3.7732093
5.2728,7.2214,0.5,28.49,29.14,27.89,82.23,3.86,333.9,100.63,29.18,25.18,26.83,3.4819,3.1524,3.87,2022-03-06,4.6588016
6.4589,7.2744,0.62,28.68,29.51,27.94,80.37,3.3,322.5,100.63,29.14,24.98,26.83,4.8314,2.5942,2.56,2022-03-07,7.6774855
6.7834,7.2684,0.65,28.44,29.27,27.82,80.78,2.53,145.0,100.74,29.45,24.83,26.64,6.4361,1.9032,4.97,2022-03-08,10.325799
3.785,7.1695,0.36,27.88,28.14,27.68,83.55,3.09,46.7,100.71,28.83,24.86,26.37,1.6622,2.4252,11.02,2022-03-09,20.23964
5.5949,7.1479,0.54,28.46,29.67,27.48,80.32,3.85,317.5,100.49,29.21,24.74,26.6,4.2701,2.1996,8.22,2022-03-10,9.918864
6.3924,7.2266,0.62,28.41,29.47,27.69,82.55,4.52,305.6,100.44,29.37,25.15,26.78,5.7713,1.9553,10.34,2022-03-11,5.855327
6.4514,7.181,0.63,28.44,29.56,27.5,78.34,2.95,315.6,100.75,29.68,24.31,26.38,6.0055,1.733,6.36,2022-03-12,9.996527
6.2729,7.0814,0.61,28.55,29.47,27.62,77.23,2.45,319.6,100.92,29.76,24.16,26.36,5.1804,2.3234,7.77,2022-03-13,5.6587553
5.8589,7.099,0.57,28.19,28.61,27.63,81.53,3.22,3.3,100.82,29.09,24.75,26.47,4.109,2.3554,3.43,2022-03-14,9.927703
6.2342,7.057,0.61,28.22,28.81,27.65,79.94,3.09,39.6,100.89,29.28,24.44,26.33,5.5104,1.9008,4.6,2022-03-15,2.9767406
4.3718,7.0452,0.43,28.13,28.77,27.5,82.8,3.5,85.4,100.97,29.33,24.95,26.54,2.5205,2.1619,7.89,2022-03-16,5.778631
4.5986,7.0646,0.46,27.56,28.19,26.57,82.72,3.14,83.0,100.89,29.11,24.37,25.97,1.2492,3.1248,10.31,2022-03-17,6.793968
2.9458,6.9605,0.29,27.64,29.02,26.25,81.56,5.84,345.9,100.71,28.89,24.2,25.92,0.2832,2.2025,26.1,2022-03-18,11.433229
1.2312,6.8695,0.12,27.39,27.9,26.82,82.35,5.64,332.1,100.72,28.66,24.13,25.76,0.269,0.8249,17.91,2022-03-19,10.521767
4.0397,6.5964,0.41,28.13,29.19,26.83,76.3,6.65,344.5,100.87,28.71,23.53,25.83,0.3912,2.8714,7.22,2022-03-20,13.14774
3.7862,6.8405,0.38,28.36,29.11,27.64,78.78,5.13,8.3,100.91,28.86,24.33,26.34,0.131,2.867,4.01,2022-03-21,12.888932
