solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3,year,month,day_of_week,day_of_year,wet_season,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_7,pm25_lag_14,temperature_mean_c_lag_1,relative_humidity_pct_lag_1,precipitation_mm_lag_1,wind_speed_10m_m_s_lag_1,solar_all_sky_kwh_m2_day_lag_1,pm25_rolling_mean_3,pm25_rolling_std_3,pm25_rolling_mean_7,pm25_rolling_std_7,pm25_rolling_mean_14,pm25_rolling_std_14,dry_day,solar_clear_sky_ratio,target_pm25_next_day
6.9559,8.2274,0.6,28.01,28.65,27.54,81.67,5.54,86.1,100.92,28.51,24.6,26.3,4.9082,2.7833,1.51,2021-12-21,7.4113016,2021,12,1,355,1,6.00798,4.4107084,9.139093,5.7777996,4.9537086,28.03,83.32,10.06,6.03,7.3039,6.51926056543986,2.4052987490590714,7.237643241882324,2.0772548130652266,5.349762610026768,2.469988124120651,0,0.8454554294187715,6.5314794
7.7254,8.3196,0.67,27.59,28.09,27.05,82.21,4.5,83.2,100.76,28.82,24.3,25.95,6.9864,2.19,1.49,2021-12-22,6.5314794,2021,12,2,356,1,7.4113016,6.00798,4.4107084,9.277084,3.9824145,28.01,81.67,1.51,5.54,6.9559,5.943329970041911,1.5013409250608554,7.471000671386719,1.9751687400746218,5.525304964610508,2.5263626939383266,0,0.9285782970335112,2.2358222
7.4947,8.2092,0.65,27.83,28.52,27.09,81.55,4.58,81.0,100.77,29.11,24.4,26.12,6.613,2.4007,1.87,2021-12-23,2.2358222,2021,12,3,357,1,6.5314794,7.4113016,6.00798,9.643927,2.9661145,27.59,82.21,1.49,4.5,7.7254,6.650253613789876,0.7091603988951224,7.078771386827741,1.8235315859489787,5.70738102708544,2.4983126948774657,0,0.912963504360961,6.253288
7.0454,8.2714,0.61,28.14,28.95,27.45,78.42,6.65,84.4,100.81,28.79,24.05,26.1,5.3566,2.761,7.63,2021-12-24,6.253288,2021,12,4,358,1,2.2358222,6.5314794,7.4113016,6.4069104,3.204235,27.83,81.55,1.87,4.58,7.4947,5.392867724100749,2.7692461297256727,6.020470755440848,2.197943680310481,5.655217289924622,2.566641715259988,0,0.8517784171966052,4.363898
6.0163,8.3026,0.52,27.69,28.36,27.07,80.81,5.71,82.0,100.9,28.83,24.12,25.9,2.4862,3.6638,17.14,2021-12-25,4.363898,2021,12,5,359,1,6.253288,2.2358222,6.5314794,9.139093,2.719851,28.14,78.42,7.63,6.65,7.0454,5.006863117218018,2.403819555907584,5.9985246658325195,2.194205827235092,5.873006769589016,2.4702190644289574,0,0.7246284296485439,5.3898683
1.7647,8.1461,0.15,26.83,27.23,26.54,84.16,3.01,87.8,100.92,28.24,23.93,25.38,0.4762,1.1381,41.93,2021-12-26,5.3898683,2021,12,6,360,1,4.363898,6.253288,2.2358222,4.4107084,3.079272,27.69,80.81,17.14,5.71,6.0163,4.284335931142171,2.0099141804732716,5.316353866032192,1.7530244956421297,5.990438682692392,2.344678493018887,0,0.21663127140594884,3.8061643
4.4789,8.2133,0.39,27.36,28.12,26.44,79.69,4.95,24.1,100.82,28.53,23.56,25.46,0.6634,3.097,10.13,2021-12-27,3.8061643,2021,12,0,361,1,5.3898683,4.363898,6.253288,6.00798,3.327578,26.83,84.16,41.93,3.01,1.7647,5.335684617360433,0.9458596806830502,5.456233842032296,1.7071816514215163,6.155481270381382,2.2009118887502908,0,0.5453228300439531,5.1321898
5.5572,8.136,0.48,27.46,28.31,26.72,82.64,4.94,4.7,100.7,28.44,24.27,25.87,1.0118,3.653,9.05,2021-12-28,5.1321898,2021,12,1,362,1,3.8061643,5.3898683,4.363898,7.4113016,5.7777996,27.36,79.69,10.13,4.95,4.4789,4.519976774851481,0.8033057141812096,5.141688755580357,1.7894389622042157,6.189665998731341,2.15688636656238,0,0.6830383480825959,5.131099
6.6086,8.1492,0.57,27.86,28.71,26.92,81.17,4.94,353.3,100.58,28.47,24.34,26.1,4.7256,2.7437,6.84,2021-12-29,5.131099,2021,12,2,363,1,5.1321898,3.8061643,5.3898683,6.5314794,9.277084,27.46,82.64,9.05,4.94,5.5572,4.776074091593425,0.8497901845325615,4.816101346697126,1.4899355903391884,6.143551009041922,2.1732095048496216,0,0.810950768173563,5.8382454
7.153,8.1406,0.62,28.01,28.8,27.02,80.86,4.15,11.0,100.57,28.72,24.42,26.21,5.5663,2.7185,8.14,2021-12-30,5.8382454,2021,12,3,364,1,5.131099,5.1321898,3.8061643,2.2358222,9.643927,27.86,81.17,6.84,4.94,6.6086,4.689817746480306,0.7652665576364402,4.616047041756766,1.303584688750719,5.847409214292254,1.9879471845930958,0,0.8786821610200722,4.326324
3.3235,8.1439,0.29,27.56,27.94,27.23,85.19,4.7,18.2,100.63,28.29,24.87,26.22,1.0814,2.0364,22.82,2021-12-31,4.326324,2021,12,4,365,1,5.8382454,5.131099,5.1321898,6.253288,6.4069104,28.01,80.86,8.14,4.15,7.153,5.367178122202556,0.40795658679422747,5.130678926195417,0.8337040764403861,5.575574840818133,1.6624163761782145,0,0.40809685777084687,3.840192
1.7904,8.1091,0.15,27.32,28.02,26.79,84.23,4.87,359.4,100.43,28.24,24.43,25.88,0.5633,1.1755,35.75,2022-01-01,3.840192,2022,1,5,1,1,4.326324,5.8382454,5.131099,4.363898,9.139093,27.56,85.19,22.82,4.7,3.3235,5.098556200663249,0.7564858694010628,4.855398382459368,0.7102412127589931,5.426961524145944,1.6753294212121363,0,0.22078899014687203,4.0177817
6.5758,8.327,0.57,27.8,29.08,26.75,85.13,3.99,29.8,100.07,28.83,25.09,26.45,5.0918,2.6441,11.08,2022-01-02,4.0177817,2022,1,6,2,1,3.840192,4.326324,5.8382454,5.3898683,4.4107084,27.32,84.23,35.75,4.87,1.7904,4.668253819147746,1.0419890919629287,4.780583279473441,0.7933626114755324,5.0484685727528165,1.3364646278270143,0,0.7896961690885073,7.7806277
7.4021,8.4583,0.64,27.4,28.13,26.59,85.28,4.48,119.0,99.87,28.89,24.73,26.07,6.4745,2.3839,2.57,2022-01-03,7.7806277,2022,1,0,3,1,4.0177817,3.840192,4.326324,3.8061643,6.00798,27.8,85.13,11.08,3.99,6.5758,4.061432600021362,0.24598802039793435,4.584570918764387,0.7872142329265482,5.020402380398342,1.35488686777599,0,0.875128571935259,8.237435
7.5058,8.4425,0.65,27.55,28.45,26.57,81.58,3.38,141.2,100.05,29.18,24.12,25.83,7.8948,1.973,3.97,2022-01-04,8.237435,2022,1,1,4,1,7.7806277,4.0177817,3.840192,5.1321898,7.4113016,27.4,85.28,2.57,4.48,7.4021,5.212867180506389,2.22551796025991,5.152351413454328,1.3583370265190562,5.147020084517343,1.526268087786915,0,0.8890494521764879,10.707261
7.1026,8.3496,0.61,28.12,29.18,27.13,81.69,4.18,176.4,100.24,29.12,24.69,26.4,6.9588,3.4958,2.04,2022-01-05,10.707261,2022,1,2,5,1,8.237435,7.7806277,4.0177817,5.131099,6.5314794,27.55,81.58,3.97,3.38,7.5058,6.6786149342854815,2.315641009926368,5.595957926341465,1.7893344220858107,5.206029636519296,1.6327977740292565,0,0.8506515282169205,5.1601744
3.7834,8.2282,0.33,28.03,28.61,27.29,85.42,8.53,2.2,100.46,28.42,25.37,26.7,0.2076,2.6808,5.32,2022-01-06,5.1601744,2022,1,3,6,1,10.707261,8.237435,7.7806277,5.8382454,2.2358222,28.12,81.69,2.04,4.18,7.1026,8.908441384633383,1.574478496552418,6.392552477972848,2.603769455309484,5.504299759864807,2.1824402534787226,0,0.4598089497095355,6.243326
4.1594,8.1478,0.36,27.77,28.37,27.11,85.82,7.73,2.2,100.57,28.37,25.19,26.48,0.7202,2.677,17.82,2022-01-07,6.243326,2022,1,4,7,1,5.1601744,10.707261,8.237435,4.326324,6.253288,28.03,85.42,5.32,8.53,3.7834,8.034956932067871,2.7790809429370236,6.295685189110892,2.6401865089610284,5.713182057653155,1.9757028410406843,0,0.5104936301823805,6.7394695
1.7405,8.2039,0.15,27.69,28.52,27.06,84.33,8.99,4.0,100.56,28.3,24.82,26.25,0.2746,1.2182,50.0,2022-01-08,6.7394695,2022,1,5,8,1,6.243326,5.1601744,10.707261,3.840192,4.363898,27.77,85.82,17.82,7.73,4.1594,7.370253880818685,2.940241023787754,6.569542646408081,2.497428056393158,5.712470514433725,1.9754951436706967,0,0.2121551944806738,8.119336
1.7794,8.1283,0.15,27.07,27.43,26.55,87.03,13.09,16.2,100.31,27.97,24.75,25.91,0.3437,1.2348,93.76,2022-01-09,8.119336,2022,1,6,9,1,6.7394695,6.243326,5.1601744,4.0177817,5.3898683,27.69,84.33,50.0,8.99,1.7405,6.047656695048015,0.8076250441419904,6.9837251390729636,2.1909500241090853,5.882154209273202,1.9526419309371827,0,0.21891416409335288,6.284239
3.8866,8.0746,0.34,27.73,28.59,26.64,86.37,14.56,355.6,99.94,28.12,25.26,26.49,0.8398,2.5774,87.02,2022-01-10,6.284239,2022,1,0,10,1,8.119336,6.7394695,6.243326,7.7806277,3.8061643,27.07,87.03,93.76,13.09,1.7794,7.034043947855632,0.9720771015279004,7.569661481039865,1.774406675970675,6.077116199902126,2.034264781739984,0,0.4813365367943923,7.385644
4.7009,8.1905,0.41,28.23,28.8,27.96,88.45,11.38,3.5,100.19,28.2,26.15,27.19,0.7939,2.9386,55.39,2022-01-11,7.385644,2022,1,1,11,1,6.284239,8.119336,6.7394695,8.237435,5.1321898,27.73,86.37,87.02,14.56,3.8866,7.047681490580241,0.9555843747648484,7.355891636439732,1.8338954967310404,6.25412152494703,1.926417087264456,0,0.5739454245772541,6.3540354
4.5737,8.1778,0.4,28.58,29.58,27.89,86.18,8.67,345.8,100.35,28.5,26.04,27.31,1.7594,2.4506,14.13,2022-01-12,6.3540354,2022,1,2,12,1,7.385644,6.284239,8.119336,10.707261,5.131099,28.23,88.45,55.39,11.38,4.7009,7.263072967529297,0.9236683782338458,7.2342071533203125,1.7934674172961635,6.415082539830889,1.9195947120265247,0,0.5592824476020446,5.794746
6.8172,8.1089,0.59,28.57,29.66,27.87,85.58,7.78,324.6,100.29,28.47,25.9,27.24,5.8274,2.7689,9.27,2022-01-13,5.794746,2022,1,3,13,1,6.3540354,7.385644,6.284239,5.1601744,5.8382454,28.58,86.18,14.13,8.67,4.5737,6.674639383951823,0.6167361829636374,6.612317766462054,0.9402593732631739,6.502435122217451,1.8841700300858237,0,0.8407058910579733,6.866806
7.0399,8.2238,0.61,28.6,30.03,27.33,81.18,5.53,281.7,100.23,28.66,25.05,26.83,6.2292,2.2176,2.52,2022-01-14,6.866806,2022,1,4,14,1,5.794746,6.3540354,7.385644,6.243326,4.326324,28.57,85.58,9.27,7.78,6.8172,6.511475086212158,0.807049928695356,6.7029708453587125,0.7965240679915971,6.499328017234802,1.885385044905344,0,0.8560397869597995,9.282445
6.4135,8.1286,0.56,27.87,29.12,26.85,81.31,4.59,273.6,100.3,28.37,24.38,26.12,7.3394,1.9262,4.98,2022-01-15,9.282445,2022,1,5,15,1,6.866806,5.794746,6.3540354,6.7394695,3.840192,28.6,81.18,2.52,5.53,7.0399,6.338529109954834,0.5361982395907661,6.792039394378662,0.7710101443721958,6.680791020393372,1.7794313708750922,0,0.7890042565755481,7.714995
5.6693,8.0892,0.49,27.1,27.7,26.64,79.21,3.6,192.9,100.4,28.16,23.2,25.15,2.831,3.5318,12.85,2022-01-16,7.714995,2022,1,6,16,1,9.282445,6.866806,5.794746,8.119336,4.0177817,27.87,81.31,4.98,4.59,6.4135,7.314665635426839,1.7864615315205705,7.1553215980529785,1.2139658424601756,7.069523368562971,1.7039977689447143,0,0.7008480443059882,9.3758955
3.445,8.0297,0.3,26.61,27.06,26.11,80.96,3.73,142.1,100.39,28.17,23.09,24.85,0.4795,2.2315,23.74,2022-01-17,9.3758955,2022,1,0,17,1,7.714995,9.282445,6.866806,6.284239,7.7806277,27.1,79.21,12.85,3.6,5.6693,7.954748630523682,1.2255363063485696,7.097558566502163,1.1692470956441003,7.333610023771014,1.464293765217421,0,0.42903221789107937,8.757695
4.7926,8.034,0.42,27.52,28.29,26.64,87.04,4.96,122.6,100.2,28.18,25.2,26.36,1.3385,2.957,22.18,2022-01-18,8.757695,2022,1,1,18,1,9.3758955,7.714995,9.282445,7.385644,8.237435,26.61,80.96,23.74,3.73,3.445,8.791111787160238,0.9331151618967946,7.539223807198661,1.3763893281485973,7.447557721819196,1.560654671563587,0,0.5965397062484441,6.9900208
6.3458,8.1168,0.55,28.22,28.77,27.66,86.35,5.57,104.4,100.19,28.81,25.74,26.98,7.6373,2.3784,9.15,2022-01-19,6.9900208,2022,1,2,19,1,8.757695,9.3758955,7.714995,6.3540354,10.707261,27.52,87.04,22.18,4.96,4.7926,8.61619520187378,0.8394428994782857,7.735231127057757,1.4467687658114914,7.484719140189035,1.5868832299072562,0,0.7818105657401931,3.4508646
7.535,8.1979,0.66,28.39,29.2,27.68,83.57,2.72,84.7,100.22,29.01,25.33,26.86,7.5127,1.8811,3.29,2022-01-20,3.4508646,2022,1,3,20,1,6.9900208,8.757695,9.3758955,5.794746,5.1601744,28.22,86.35,9.15,5.57,6.3458,8.374537150065104,1.238227420899459,7.826086180550711,1.3631271333300568,7.219201973506382,1.2892913317136523,0,0.9191378279803364,6.839592
6.2638,8.1763,0.55,28.42,29.01,27.99,85.79,5.4,84.8,100.37,28.71,25.82,27.12,3.5102,3.3835,9.92,2022-01-21,6.839592,2022,1,4,21,1,3.4508646,6.9900208,8.757695,6.866806,6.243326,28.39,83.57,3.29,2.72,7.535,6.399526834487915,2.7022444694288805,7.491245985031128,2.0566999795206735,7.09710841519492,1.5532005248540486,0,0.7660922422122476,9.327085
7.493,8.1461,0.65,28.32,29.07,27.67,83.82,5.38,88.3,100.47,29.04,25.33,26.83,6.9859,2.4871,1.73,2022-01-22,9.327085,2022,1,5,22,1,6.839592,3.4508646,6.9900208,9.282445,6.7394695,28.42,85.79,9.92,5.4,6.2638,5.760159095128377,2.0013216043462623,7.487358263560703,2.05810231034624,7.139698828969683,1.5360686515583826,0,0.9198266655209241,7.1741724
6.846,8.106,0.6,28.12,28.89,27.32,79.53,4.08,98.8,100.45,29.06,24.25,26.19,6.6674,2.383,3.71,2022-01-23,7.1741724,2022,1,6,23,1,9.327085,6.839592,3.4508646,7.714995,8.119336,28.32,83.82,1.73,5.38,7.493,6.539180358250936,2.9496060234056976,7.493735347475324,2.0646501963569954,7.324528472764151,1.6365957757151832,0,0.844559585492228,4.461782
7.3346,8.0909,0.64,27.9,28.73,27.3,81.2,3.75,95.0,100.44,29.11,24.38,26.14,7.0913,2.3726,1.17,2022-01-24,4.461782,2022,1,0,24,1,7.1741724,9.327085,6.839592,9.3758955,6.284239,28.12,79.53,3.71,4.08,6.846,7.780282974243164,1.3499749370041778,7.416474989482334,2.0651094863274966,7.2570167779922485,1.6207043260953236,0,0.9065246140726001,5.0770836
7.5732,8.1024,0.66,28.32,29.27,27.29,81.41,4.56,70.2,100.53,29.3,24.84,26.58,6.8354,2.207,0.21,2022-01-25,5.0770836,2022,1,1,25,1,4.461782,7.1741724,9.327085,8.757695,7.385644,27.9,81.2,1.17,3.75,7.3346,6.987679640452067,2.4380067512435883,6.714458772114345,2.1224654613501097,7.126841289656503,1.7710638713764328,1,0.934686018957346,4.3239617
7.6049,8.113,0.67,28.1,28.84,27.35,82.71,4.8,74.7,100.6,29.29,24.9,26.5,6.6698,2.3489,0.21,2022-01-26,4.3239617,2022,1,2,26,1,5.0770836,4.461782,7.1741724,6.9900208,6.3540354,28.32,81.41,0.21,4.56,7.5732,5.571012655893962,1.4220548142732246,6.188657113483974,1.9832661832029894,6.961944120270865,1.8507904095090841,1,0.9373721188216443,4.8072977
7.415,8.0302,0.65,27.97,28.5,27.33,82.6,5.41,69.1,100.6,28.91,24.76,26.36,6.3703,2.4427,8.25,2022-01-27,4.8072977,2022,1,3,27,1,4.3239617,5.0770836,4.461782,3.4508646,5.794746,28.1,82.71,0.21,4.8,7.6049,4.62094243367513,0.4009952233660461,5.807791539600918,2.05829879582487,6.8169388600758145,1.9772855030803176,0,0.9233892057483001,4.5444465
6.4178,8.0477,0.56,28.21,28.66,27.47,83.01,4.74,50.8,100.7,29.11,25.07,26.64,3.5681,2.9527,10.71,2022-01-28,4.5444465,2022,1,4,28,1,4.8072977,4.3239617,5.0770836,6.839592,6.866806,27.97,82.6,8.25,5.41,7.415,4.736114343007405,0.3815736295382639,6.001567704336984,1.8530426454461149,6.7464068446840555,2.0333694268667633,0,0.7974700846204504,6.6972065
5.7221,8.1163,0.5,28.41,28.94,27.86,84.96,5.62,59.1,100.81,28.9,25.65,27.03,1.2082,3.9091,13.11,2022-01-29,6.6972065,2022,1,5,29,1,4.5444465,4.8072977,4.3239617,9.327085,9.282445,28.21,83.01,10.71,4.74,6.4178,4.558568636576335,0.24197725542534304,5.673689774104527,1.8828609580858524,6.580524018832615,2.115848255206406,0,0.7050133681603686,8.201123
4.4698,7.8893,0.39,28.41,29.12,27.83,80.74,6.36,41.5,100.9,28.72,24.79,26.6,0.546,3.085,12.32,2022-01-30,8.201123,2022,1,6,30,1,6.6972065,4.5444465,4.8072977,7.1741724,7.714995,28.41,84.96,13.11,5.62,5.7221,5.349650224049886,1.1743950039602127,5.2979929106576105,1.1534909730750735,6.395864129066467,1.9696627614633913,0,0.5665648409871599,7.539228
2.2085,7.926,0.19,27.31,27.68,26.69,84.43,4.18,58.6,100.83,28.46,24.48,25.89,0.2064,1.5833,28.03,2022-01-31,7.539228,2022,1,0,31,1,8.201123,6.6972065,4.5444465,4.461782,9.3758955,28.41,80.74,12.32,6.36,4.4698,6.480925401051839,1.8379076100598761,5.444700172969273,1.4572064380045153,6.4305875812258035,1.998776597081165,0,0.27863991925309106,13.254848
4.0394,7.981,0.36,26.69,27.27,26.04,84.83,5.58,63.1,100.68,28.23,23.94,25.31,0.5782,2.9035,5.18,2022-02-01,13.254848,2022,2,1,32,1,7.539228,8.201123,6.6972065,5.0770836,8.757695,27.31,84.43,28.03,4.18,2.2085,7.479185899098714,0.7537540564133361,5.884335313524518,1.5710224220963327,6.2993970428194315,1.8449451494843216,0,0.5061270517479012,12.073578
5.2709,7.8648,0.47,26.7,27.42,25.82,80.74,2.57,32.3,100.61,28.76,23.13,24.92,0.913,3.6288,2.13,2022-02-02,12.073578,2022,2,2,33,1,13.254848,7.539228,8.201123,4.3239617,6.9900208,26.69,84.83,5.18,5.58,4.0394,9.665066242218018,3.1264074575800245,7.052587304796491,3.133894665109994,6.620622209140232,2.5591488513951433,0,0.67018868884142,11.920384
5.7466,7.7117,0.51,26.6,26.88,26.15,83.4,4.29,37.7,100.55,28.17,23.56,25.08,3.029,2.8022,20.68,2022-02-03,11.920384,2022,2,3,34,1,12.073578,13.254848,7.539228,4.8072977,3.4508646,26.7,80.74,2.13,2.57,5.2709,10.955884456634521,3.017284489930105,8.159675325666155,3.3693030014598233,6.983733432633536,2.946869663692546,0,0.7451794027257284,7.909783
